oneShot,OSTrial,cond,shiftMag,exp,participant,group,compTrial,compensation
7.43972709909484,81,down,-125,noisyfb,sp007,noisy,80,24.2175150597664
30.7205970605833,86,down,-125,noisyfb,sp007,noisy,85,3.32505324287882
5.38630732918618,101,down,-125,noisyfb,sp007,noisy,100,31.4514686091654
16.5471308977943,107,down,-125,noisyfb,sp007,noisy,106,28.0761184859668
25.0810266618554,113,down,-125,noisyfb,sp007,noisy,112,22.2372191731904
6.42349616344248,119,down,-125,noisyfb,sp007,noisy,118,15.8694135865546
-4.41755346119248,142,down,-125,noisyfb,sp007,noisy,141,2.18069194840416
10.8068836220347,156,down,-125,noisyfb,sp007,noisy,155,12.1523790874059
-11.2069120256362,160,down,-125,noisyfb,sp007,noisy,159,-4.81930483631856
-18.0616831600274,204,down,-125,noisyfb,sp007,noisy,203,-9.72969461802728
-6.04240316339775,220,down,-125,noisyfb,sp007,noisy,219,-10.8408997206378
3.6954311943583,224,down,-125,noisyfb,sp007,noisy,223,38.8842096742243
-22.7791097330128,35,down,-125,noisyfb,sp007,noisy,34,16.4610515208014
36.911214347672,47,down,-125,noisyfb,sp007,noisy,46,10.5060114625723
-46.7899066588881,52,down,-125,noisyfb,sp007,noisy,51,14.8444134552468
16.501373026057,55,down,-125,noisyfb,sp007,noisy,54,4.19007804242364
-4.37913285300385,71,down,-125,noisyfb,sp007,noisy,70,-7.89540561435904
46.4013174649503,77,down,-125,noisyfb,sp007,noisy,76,-37.2896362899978
-45.0862232897846,193,down,-125,noisyfb,sp007,noisy,192,-54.6199932680271
20.4064388719562,212,down,-125,noisyfb,sp007,noisy,211,-42.8826195770178
-22.8418994422821,215,down,-125,noisyfb,sp007,noisy,214,-31.946969055626
-30.5782002966634,218,down,-125,noisyfb,sp007,noisy,217,21.0313763951003
-24.3165658728435,231,down,-125,noisyfb,sp007,noisy,230,42.8885206861171
-24.827645953027,236,down,-125,noisyfb,sp007,noisy,235,8.41164692424262
0.871601149883376,3,up,125,noisyfb,sp008,noisy,2,35.9500399976901
-13.4105944349666,7,up,125,noisyfb,sp008,noisy,6,18.8623777518875
4.52732232578852,26,up,125,noisyfb,sp008,noisy,25,15.1645533171549
19.3399719386345,28,up,125,noisyfb,sp008,noisy,27,-7.77881803502913
17.5041318549076,41,up,125,noisyfb,sp008,noisy,40,-7.03715889070541
-1.79323823571641,62,up,125,noisyfb,sp008,noisy,61,32.2155040969114
-0.0265917080794707,67,up,125,noisyfb,sp008,noisy,66,-0.427264277840962
-5.08280754290813,125,up,125,noisyfb,sp008,noisy,124,19.2110907876332
-11.1390016186039,134,up,125,noisyfb,sp008,noisy,133,1.72121811247913
3.49273574486145,137,up,125,noisyfb,sp008,noisy,136,-14.247276213057
-8.94552453456488,174,up,125,noisyfb,sp008,noisy,173,31.1669011949524
-19.8844800314148,177,up,125,noisyfb,sp008,noisy,176,2.72175693581092
-19.0329800690317,179,up,125,noisyfb,sp008,noisy,178,6.28052600447894
-4.78169016459758,184,up,125,noisyfb,sp008,noisy,183,-18.0289160761431
-4.93057810878338,195,up,125,noisyfb,sp008,noisy,194,-16.9573198008238
17.5579018162499,209,up,125,noisyfb,sp008,noisy,208,-15.9265333308264
-7.68771138948983,20,up,125,noisyfb,sp008,noisy,19,5.38647082747701
12.8402897085627,22,up,125,noisyfb,sp008,noisy,21,-2.19432754686642
16.7009931821868,57,up,125,noisyfb,sp008,noisy,56,2.79397485190776
-2.5592454765516,64,up,125,noisyfb,sp008,noisy,63,-4.97773549077086
-16.5607410905918,86,up,125,noisyfb,sp008,noisy,85,-27.3395564725921
-8.15433042852706,101,up,125,noisyfb,sp008,noisy,100,-32.3291065182568
2.66592424179074,107,up,125,noisyfb,sp008,noisy,106,-9.62394621384017
-16.7209762611852,128,up,125,noisyfb,sp008,noisy,127,-16.738858569047
-33.0750995481368,156,up,125,noisyfb,sp008,noisy,155,5.12059661828094
-12.5236544586603,160,up,125,noisyfb,sp008,noisy,159,-8.45585749593942
21.534387880648,164,up,125,noisyfb,sp008,noisy,163,-4.36546747889003
13.0649037962627,198,up,125,noisyfb,sp008,noisy,197,-7.94061113634606
9.76253608839164,203,up,125,noisyfb,sp008,noisy,202,-2.78621566118836
7.35593984670915,9,up,125,noisyfb,sp008,noisy,8,15.6555519470707
-1.58361565175087,35,up,125,noisyfb,sp008,noisy,34,-9.08556002028733
-5.68954935393344,47,up,125,noisyfb,sp008,noisy,46,-15.4061009340923
9.7891234089227,71,up,125,noisyfb,sp008,noisy,70,13.0446842622871
-1.31770377398127,89,up,125,noisyfb,sp008,noisy,88,-6.96942775196158
1.62344616502851,114,up,125,noisyfb,sp008,noisy,113,10.8173292874777
-24.2110055383511,120,up,125,noisyfb,sp008,noisy,119,-43.1209772408849
-10.6932440731031,145,up,125,noisyfb,sp008,noisy,144,9.74672762779064
-1.77367828294108,149,up,125,noisyfb,sp008,noisy,148,2.41619384414481
-41.2324628623015,169,up,125,noisyfb,sp008,noisy,168,-34.7269861490364
-23.1646764144751,182,up,125,noisyfb,sp008,noisy,181,-18.8334103335308
28.7310868518109,16,down,-125,noisyfb,sp008,noisy,15,0.810126050433421
36.723324192744,18,down,-125,noisyfb,sp008,noisy,17,21.5598291185227
